#Subset of the data

eventID,eventTime,sourceIPAddress,userAgent,eventName,eventSource,awsRegion,eventVersion,userIdentitytype,eventType,userIdentityaccountId,userIdentityprincipalId,userIdentityarn,userIdentityaccessKeyId,userIdentityuserName,errorCode,errorMessage,requestParametersinstanceType
e5cacd34-cfa7-4b74-a380-51dbb56832a,2017-02,255.253,console.amazonaws.com,ListMFADevices,iam.amazonaws.com,us-east-1,1.02,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIA79EXPHZ8SRL55OOE,Unknown,None,NoError,NotApplicable
09bca6e3-ff6c-49f5-8735-d4389b10c769,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
2dd9d57f-2734-49e4-a801-ab9a7fb21dd3,2017-02,Unknown,"[AWSCloudTrail, aws-internal",ListBuckets,s3.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,Unknown,Unknown,None,NoError,NotApplicable
032db777-fcc7-4fdd-a916-c60e1050db97,2017-02,255.253,"AWSCloudTrail, aws-internal",ListTopics,sns.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
5e41180-aa5c-4599-89f1-1eaf8c77389c,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
ff9cea3c-940e-4eb7-863e-df7d4ff618a8,2017-02,Unknown,"[AWSCloudTrail, aws-internal",CreateBucket,s3.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,Unknown,Unknown,None,NoError,NotApplicable
7770c491-624b-4973-91fa-269607853290,2017-02,Unknown,"[AWSCloudTrail, aws-internal",PutBucketPolicy,s3.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,Unknown,Unknown,None,NoError,NotApplicable
d7d9f9c9-a19b-417c-a925-a378150b8640,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
407b5157-e6e2-46de-854a-dca35b5a2697,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
d6633d9e-73cb-433b-8016-7b65bc970805d,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
976a7a83-ada1-48f7-bf14-c60eaf4f1ccb,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
a3f14f50-0b0c-407b-9cbd-62f4300b2c5e,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
e6fa7d52-cea1-44c7-8bef-7d065aa19aff,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
85475f09-add7-48e5-80a5-3199f6a45937,2017-02,255.253,console.amazonaws.com,CreateTrail,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
d184113-6f9c-4340-9c9d-b456636ba3d5,2017-02,255.253,console.amazonaws.com,StartLogging,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
08b62c21-0bf2-4b65-9a52-1033f7f937313,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
2fceb21a-9120-4ab5-9d39-d62a6f235820,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
b859216ba-2710-4127-b04c-4ed0eac3ef99,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
708788a3-55a6-41d6-90d2-0170a282f29a,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
17f0abda-ea87-4005-94d1-6c302a52897,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
e98ed1de-066a-4bdb-a67f-0d34a0c7ace8,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
f66379a9-4fa4-4b69-a028-d711117f8808e,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
a9176e03-33c4-4048-94b0-8a88e8eded3c,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
58b59f01-36e8-43cc-be97-35e8b3a72ea5,2017-02,255.253,console.amazonaws.com,GetTrailStatus,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,None,NoError,NotApplicable
37e9bbe2-82a2-413c-95a2-e339b5ead4a8,2017-02,255.253,[S3Console,ListBuckets,s3.amazonaws.com,us-east-1,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,Unknown,Unknown,None,NoError,NotApplicable
0cceba88-3e7f-4b35-800d-1d59bca73e2e,2017-02,85.50,console.ec2.amazonaws.com,DescribeInstances,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
4a405c8c-150f-435a-97fa-b36ec1a2da06,2017-02,85.50,console.ec2.amazonaws.com,DescribeAvailabilityZones,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
5d5f2ede-af65-42a3-bfde-0cbd74b0ba9b,2017-02,85.50,console.ec2.amazonaws.com,DescribeLoadBalancers,elasticloadbalancing.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
d4ff874b-dfb7-4d1b-9e27-ca6948e5606b,2017-02,85.50,console.ec2.amazonaws.com,DescribeAvailabilityZones,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
332d8a85-8e0e-4aa5-a6be-f49be9ada643,2017-02,85.50,console.ec2.amazonaws.com,DescribeTags,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
f0df16e8-b423-4cbe-b46f-0c95f65daebe,2017-02,85.50,console.ec2.amazonaws.com,DescribeSnapshots,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
37d276de-e12a-446b-a5cc-d8a2f849f44e,2017-02,85.50,console.ec2.amazonaws.com,DescribeVolumeStatus,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
4c4e8124-818d-4c7f-b6bf-ae65515a7cd9,2017-02,85.50,console.ec2.amazonaws.com,DescribeVolumes,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
571b8acc-01fe-4472-8538-e50a51f41dff,2017-02,85.50,console.ec2.amazonaws.com,DescribeInstanceStatus,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
6c3b8eb4-cbf3-401a-bd4d-d74a08a0480d,2017-02,85.50,console.ec2.amazonaws.com,DescribeVolumeStatus,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
cb9a1f88-bc6e-44c7-b17d-9619b5ab3c11,2017-02,85.50,console.ec2.amazonaws.com,DescribeVolumes,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
a562e806-55a6-49dd-a15d-ff6ec41a1159,2017-02,85.50,console.ec2.amazonaws.com,DescribeVolumes,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
fd4fcecc-4fd9-4b2d-be53-e19b5386dc43,2017-02,85.50,console.ec2.amazonaws.com,DescribeVolumeStatus,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,None,NoError,NotApplicable
4f14cb58-f5a0-44e9-b3ec-e4dff97d81db,2017-02,255.253,console.ec2.amazonaws.com,DescribeVolumeStatus,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
c41ce463-4aad-4476-bec3-5c76609efc,2017-02,255.253,console.ec2.amazonaws.com,DescribeAddresses,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
595dbd59-344a-4c4f-bda6-6820cc0ffd4b,2017-02,255.253,console.ec2.amazonaws.com,DescribeSnapshots,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
c524273-3236-438d-92a0-3a0503c1f524,2017-02,255.253,console.ec2.amazonaws.com,DescribeAvailabilityZones,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
3b97792-f363-4ac7-bdb9-eb3045d96e5c,2017-02,255.253,console.ec2.amazonaws.com,DescribeAccountAttributes,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
49eecac4-30ee-4337-96fc-d7c284e557cd,2017-02,255.253,console.ec2.amazonaws.com,DescribeKeyPairs,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
79d382e6-400d-4799-88f8-1642fd882d06,2017-02,255.253,console.ec2.amazonaws.com,DescribeHosts,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
0ee520038-f22c-4daa-8582-4c105ce8d676,2017-02,255.253,console.ec2.amazonaws.com,DescribeInstances,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
204b73e6-3836-4f20-9761-d4aec4107c38,2017-02,255.253,console.ec2.amazonaws.com,DescribeLoadBalancers,elasticloadbalancing.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
5adfa7c5-982b-4026-aafb-1d3d3db2edb4,2017-02,255.253,console.ec2.amazonaws.com,DescribeInstanceStatus,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
b33fd83c-3e4c-4503-a967-af9d3967c0ee,2017-02,255.253,console.ec2.amazonaws.com,DescribeVolumes,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
79d5edf2-eb2f-4dc9-a21c-1878c64580f1,2017-02,255.253,console.ec2.amazonaws.com,DescribePlacementGroups,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
b627088ef-216a-4e89-9460-bd8d2aad75dc,2017-02,255.253,console.ec2.amazonaws.com,DescribeLoadBalancers,elasticloadbalancing.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
2f741b6b-af9a-4b7e-8628-97d698622,2017-02,255.253,console.ec2.amazonaws.com,DescribeAccountAttributes,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
728a819f-f84d-4e20-916b-f66f81990b16,2017-02,255.253,console.ec2.amazonaws.com,DescribeSecurityGroups,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
d74b234a-bdd1-457a-8758-afc57affd6ee,2017-02,255.253,console.ec2.amazonaws.com,DescribeSubnets,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
bab3dbc0-8df6-4a70-abbd-c7849d6a7295,2017-02,255.253,console.ec2.amazonaws.com,DescribeVpcClassicLink,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
8f2233af-a448-488a-b9f6-243998e2d8,2017-02,255.253,console.ec2.amazonaws.com,DescribeImages,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
9c73e463-7fec-435e-8c5b-d676b6603c44,2017-02,255.253,console.ec2.amazonaws.com,DescribeVpcs,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
a459c448-183f-4f35-a566-d00168fd10,2017-02,255.253,aws-internal,ListInstanceProfiles,iam.amazonaws.com,us-east-1,1.02,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
60cdf866-1318-4dd6-b55d-09950a32a62b,2017-02,255.253,console.ec2.amazonaws.com,DescribeHosts,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
326e33e9-8475-4cbf-9b52-2f5ff7638e80,2017-02,255.253,console.ec2.amazonaws.com,DescribeImages,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
004970-faac-4065-b040-35de20850c43,2017-02,255.253,Coral,DescribeDirectories,ds.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
8ce8799d-79ae-46c4-bb6f-18161ee2e9da,2017-02,255.253,console.ec2.amazonaws.com,DescribeSpotPriceHistory,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
70979d-b8a3-463a-8860-e8f85272e608,2017-02,255.253,console.ec2.amazonaws.com,DescribeNetworkInterfaces,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
bcb833703-c410-4d82-b759-758e2fe916a1,2017-02,255.253,console.ec2.amazonaws.com,DescribeSecurityGroups,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
82486ff-130f-43a6-b7c4-f8efa71af896,2017-02,255.253,console.ec2.amazonaws.com,DescribeAvailabilityZones,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
7ad47b8d-09be-4b40-8b0a-48e85f0bf123,2017-02,255.253,console.ec2.amazonaws.com,DescribeImages,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
c6557ca3-cc04-4e5f-b298-8d367b10e116,2017-02,255.253,console.ec2.amazonaws.com,DescribeSecurityGroups,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
48e533df-8f81-4d1c-a62a-c6ccb4ff3f9a,2017-02,255.253,console.ec2.amazonaws.com,DescribeLoadBalancers,elasticloadbalancing.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
9852b93e-1426-4683-aaff-ac70425c747d,2017-02,255.253,console.ec2.amazonaws.com,DescribeTags,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
72f8860b-6b6d-4bd5-90a2-89f9eab5cecb,2017-02,255.253,console.ec2.amazonaws.com,DescribeVolumeStatus,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
7a45c40c-10ad-4a44-9ef2-49b56aec9855,2017-02,255.253,console.ec2.amazonaws.com,DescribeTags,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
9abaf641-ea11-4b94-aca6-f1990a6269fa,2017-02,255.253,console.ec2.amazonaws.com,DescribeVolumes,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
05ef4279-13d9-44cc-8673-32e4604b4464,2017-02,255.253,console.ec2.amazonaws.com,DescribeVolumeStatus,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
2f9bdb47-6ae0-4c5c-9e4d-8bd7d6337339,2017-02,255.253,console.ec2.amazonaws.com,DescribeVolumes,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
866a3fa6-86c2-46d2-84b7-00e77ec313957,2017-02,255.253,console.ec2.amazonaws.com,DescribeVolumes,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
d77cfdba-d782-45fb-8da8-1fcaaea565c4,2017-02,255.253,console.ec2.amazonaws.com,DescribeVolumeStatus,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAIB6AB67SP5RKU9Z4,Unknown,None,NoError,NotApplicable
